Reported Date,Bullish,Neutral,Bearish,Total,Mov Avg,Bull-Bear Spread,Bullish Average,
6/6/2013,29.47%,31.58%,38.95%,100%,34.98%,-9.50%,37.60%,
6/13/2013,32.97%,32.43%,34.59%,100%,35.74%,-1.60%,37.60%,
6/20/2013,37.45%,32.58%,29.96%,100%,36.89%,7.50%,37.60%,
6/27/2013,30.28%,34.56%,35.17%,100%,36.80%,-4.90%,37.60%,
7/4/2013,41.99%,34.16%,23.84%,100%,36.95%,18.10%,37.60%,
7/11/2013,48.94%,32.77%,18.30%,100%,38.26%,30.60%,37.60%,
7/18/2013,47.74%,31.01%,21.25%,100%,38.10%,26.50%,37.60%,
7/25/2013,45.12%,32.32%,22.56%,100%,39.24%,22.60%,37.60%,
8/1/2013,35.62%,39.38%,25.00%,100%,40.01%,10.60%,37.60%,
8/8/2013,39.50%,33.86%,26.65%,100%,40.83%,12.90%,37.60%,
8/15/2013,34.51%,37.32%,28.17%,100%,40.46%,6.30%,37.60%,
8/22/2013,28.96%,28.19%,42.86%,100%,40.30%,-13.90%,37.60%,
8/29/2013,33.54%,35.71%,30.75%,100%,39.24%,2.80%,37.60%,
9/5/2013,35.53%,33.22%,31.25%,100%,37.56%,4.30%,37.60%,
9/12/2013,45.52%,29.90%,24.58%,100%,37.29%,20.90%,37.60%,
9/19/2013,45.11%,25.19%,29.70%,100%,37.28%,15.40%,37.60%,
9/26/2013,36.05%,33.33%,30.61%,100%,37.34%,5.40%,37.60%,
10/3/2013,37.84%,32.09%,30.07%,100%,37.13%,7.80%,37.60%,
10/10/2013,41.33%,25.09%,33.58%,100%,37.98%,7.70%,37.60%,
10/17/2013,46.28%,28.80%,24.92%,100%,40.15%,21.40%,37.60%,
10/24/2013,49.20%,33.23%,17.57%,100%,42.11%,31.60%,37.60%,
10/31/2013,44.97%,33.56%,21.48%,100%,43.29%,23.50%,37.60%,
11/7/2013,45.48%,32.71%,21.81%,100%,43.28%,23.70%,37.60%,
11/14/2013,39.20%,33.33%,27.47%,100%,42.54%,11.70%,37.60%,
11/21/2013,34.39%,36.13%,29.48%,100%,42.34%,4.90%,37.60%,
11/28/2013,47.30%,24.44%,28.25%,100%,43.52%,19.00%,37.60%,
12/5/2013,42.64%,29.81%,27.55%,100%,43.68%,15.10%,37.60%,
12/12/2013,41.27%,33.73%,25.00%,100%,43.06%,16.30%,37.60%,
12/19/2013,47.46%,27.46%,25.08%,100%,42.84%,22.40%,37.60%,
12/26/2013,55.06%,26.40%,18.54%,100%,44.10%,36.50%,37.60%,
1/2/2014,43.09%,27.64%,29.27%,100%,43.80%,13.80%,37.60%,
1/9/2014,43.62%,31.38%,25.00%,100%,44.35%,18.60%,37.60%,
1/16/2014,38.99%,39.52%,21.49%,100%,44.93%,17.50%,37.60%,
1/23/2014,38.12%,38.12%,23.76%,100%,43.78%,14.40%,37.60%,
1/30/2014,32.18%,35.06%,32.76%,100%,42.47%,-0.60%,37.60%,
2/6/2014,27.90%,35.70%,36.41%,100%,40.80%,-8.50%,37.60%,
2/13/2014,40.15%,32.51%,27.34%,100%,39.89%,12.80%,37.60%,
2/20/2014,42.20%,35.00%,22.80%,100%,38.28%,19.40%,37.60%,
2/27/2014,39.69%,39.18%,21.13%,100%,37.86%,18.60%,37.60%,
3/6/2014,40.51%,32.86%,26.63%,100%,37.47%,13.90%,37.60%,
3/13/2014,41.34%,31.84%,26.82%,100%,37.76%,14.50%,37.60%,
3/20/2014,36.78%,37.07%,26.15%,100%,37.59%,10.60%,37.60%,
3/27/2014,31.16%,40.23%,28.61%,100%,37.47%,2.50%,37.60%,
4/3/2014,35.36%,37.86%,26.79%,100%,38.40%,8.60%,37.60%,
4/10/2014,28.48%,37.42%,34.11%,100%,36.94%,-5.60%,37.60%,
4/17/2014,27.22%,38.53%,34.25%,100%,35.07%,-7.00%,37.60%,
4/24/2014,34.50%,39.47%,26.02%,100%,34.42%,8.50%,37.60%,
5/1/2014,29.77%,40.78%,29.45%,100%,33.08%,0.30%,37.60%,
5/8/2014,28.34%,42.99%,28.66%,100%,31.45%,-0.30%,37.60%,
5/15/2014,33.12%,44.27%,22.61%,100%,30.99%,10.50%,37.60%,
5/22/2014,30.43%,43.17%,26.40%,100%,30.90%,4.00%,37.60%,
5/29/2014,36.46%,40.33%,23.20%,100%,31.04%,13.30%,37.60%,
6/5/2014,39.51%,38.27%,22.22%,100%,32.42%,17.30%,37.60%,
6/12/2014,44.69%,34.06%,21.25%,100%,34.60%,23.40%,37.60%,
6/19/2014,35.17%,40.70%,24.13%,100%,34.69%,11.00%,37.60%,
6/26/2014,37.22%,41.69%,21.09%,100%,35.62%,16.10%,37.60%,
7/3/2014,38.51%,39.10%,22.39%,100%,36.89%,16.10%,37.60%,
7/10/2014,37.64%,33.71%,28.65%,100%,37.45%,9.00%,37.60%,
7/17/2014,32.36%,39.16%,28.48%,100%,37.70%,3.90%,37.60%,
7/24/2014,29.63%,40.43%,29.94%,100%,36.84%,-0.30%,37.60%,
7/31/2014,31.12%,37.76%,31.12%,100%,35.79%,0.00%,37.60%,
8/7/2014,30.89%,30.89%,38.23%,100%,34.07%,-7.30%,37.60%,
8/14/2014,39.81%,33.23%,26.96%,100%,34.65%,12.90%,37.60%,
8/21/2014,46.11%,30.24%,23.65%,100%,35.76%,22.50%,37.60%,
8/28/2014,51.92%,28.85%,19.23%,100%,37.44%,32.70%,37.60%,
9/4/2014,44.67%,31.36%,23.96%,100%,38.31%,20.70%,37.60%,
9/11/2014,40.38%,33.01%,26.60%,100%,39.32%,13.80%,37.60%,
9/18/2014,42.24%,34.78%,22.98%,100%,40.89%,19.30%,37.60%,
9/25/2014,41.84%,29.93%,28.23%,100%,42.23%,13.60%,37.60%,
10/2/2014,35.42%,33.68%,30.90%,100%,42.80%,4.50%,37.60%,
10/9/2014,39.88%,29.14%,30.98%,100%,42.81%,8.90%,37.60%,
10/16/2014,42.66%,23.64%,33.70%,100%,42.38%,9.00%,37.60%,
10/23/2014,49.69%,27.81%,22.50%,100%,42.10%,27.20%,37.60%,
10/30/2014,49.37%,29.56%,21.07%,100%,42.68%,28.30%,37.60%,
11/6/2014,52.69%,32.26%,15.05%,100%,44.22%,37.60%,37.60%,
11/13/2014,57.93%,22.76%,19.31%,100%,46.18%,38.60%,37.60%,
11/20/2014,49.12%,27.06%,23.82%,100%,47.09%,25.30%,37.60%,
11/27/2014,52.15%,27.06%,20.79%,100%,49.19%,31.40%,37.60%,
12/4/2014,42.68%,31.38%,25.94%,100%,49.54%,16.70%,37.60%,
12/11/2014,45.02%,32.65%,22.34%,100%,49.83%,22.70%,37.60%,
12/18/2014,38.74%,34.39%,26.88%,100%,48.46%,11.90%,37.60%,
12/25/2014,50.94%,30.19%,18.87%,100%,48.66%,32.10%,37.60%,
1/1/2015,51.74%,28.96%,19.31%,100%,48.54%,32.40%,37.60%,
1/8/2015,41.01%,31.30%,27.70%,100%,46.42%,13.30%,37.60%,
1/15/2015,46.11%,32.40%,21.50%,100%,46.05%,24.60%,37.60%,
1/22/2015,37.14%,32.06%,30.79%,100%,44.17%,6.30%,37.60%,
1/29/2015,44.17%,33.44%,22.39%,100%,44.36%,21.80%,37.60%,
2/5/2015,35.49%,32.08%,32.42%,100%,43.17%,3.10%,37.60%,
2/12/2015,40.00%,39.67%,20.33%,100%,43.33%,19.70%,37.60%,
2/19/2015,47.02%,35.10%,17.88%,100%,42.84%,29.10%,37.60%,
2/26/2015,45.37%,34.33%,20.30%,100%,42.04%,25.10%,37.60%,
3/5/2015,39.80%,36.84%,23.36%,100%,41.89%,16.40%,37.60%,
3/12/2015,31.60%,43.00%,25.41%,100%,40.08%,6.20%,37.60%,
3/19/2015,27.16%,41.36%,31.48%,100%,38.83%,-4.30%,37.60%,
3/26/2015,38.43%,37.19%,24.38%,100%,38.11%,14.00%,37.60%,
4/2/2015,35.40%,32.65%,31.96%,100%,38.10%,3.40%,37.60%,
4/9/2015,28.70%,47.15%,24.15%,100%,36.68%,4.60%,37.60%,
4/16/2015,32.07%,45.15%,22.78%,100%,34.82%,9.30%,37.60%,
4/23/2015,31.47%,45.34%,23.19%,100%,33.08%,8.30%,37.60%,
4/30/2015,30.84%,47.21%,21.95%,100%,31.96%,8.90%,37.60%,
5/7/2015,27.06%,46.10%,26.84%,100%,31.39%,0.20%,37.60%,
5/14/2015,26.74%,46.90%,26.36%,100%,31.34%,0.40%,37.60%,
5/21/2015,25.21%,49.79%,25.00%,100%,29.69%,0.20%,37.60%,
5/28/2015,27.00%,47.86%,25.14%,100%,28.64%,1.90%,37.60%,
6/4/2015,27.34%,48.03%,24.63%,100%,28.47%,2.70%,37.60%,
6/11/2015,20.04%,47.38%,32.58%,100%,26.96%,-12.50%,37.60%,
6/18/2015,25.41%,40.29%,34.30%,100%,26.20%,-8.90%,37.60%,
6/25/2015,35.56%,42.78%,21.67%,100%,26.79%,13.90%,37.60%,
7/2/2015,22.61%,42.30%,35.09%,100%,26.24%,-12.50%,37.60%,
7/9/2015,27.91%,42.92%,29.18%,100%,26.38%,-1.30%,37.60%,
7/16/2015,30.81%,45.95%,23.24%,100%,27.08%,7.60%,37.60%,
7/23/2015,32.54%,41.87%,25.60%,100%,27.78%,6.90%,37.60%,
7/30/2015,21.11%,38.19%,40.70%,100%,27.00%,-19.60%,37.60%,
8/6/2015,24.32%,44.03%,31.66%,100%,27.53%,-7.30%,37.60%,
8/13/2015,30.45%,33.40%,36.15%,100%,28.16%,-5.70%,37.60%,
8/20/2015,26.82%,39.85%,33.33%,100%,27.07%,-6.50%,37.60%,
8/27/2015,32.50%,29.23%,38.27%,100%,28.31%,-5.80%,37.60%,
9/3/2015,32.38%,35.94%,31.67%,100%,28.87%,0.70%,37.60%,
9/10/2015,34.65%,30.34%,35.01%,100%,29.35%,-0.40%,37.60%,
9/17/2015,33.26%,37.60%,29.13%,100%,29.44%,4.10%,37.60%,
9/24/2015,32.12%,39.19%,28.69%,100%,30.81%,3.40%,37.60%,
10/1/2015,28.11%,31.98%,39.92%,100%,31.29%,-11.80%,37.60%,
10/8/2015,37.52%,34.29%,28.19%,100%,32.17%,9.30%,37.60%,
10/15/2015,34.08%,38.78%,27.14%,100%,33.08%,6.90%,37.60%,
10/22/2015,34.77%,41.21%,24.02%,100%,33.36%,10.70%,37.60%,
10/29/2015,40.39%,39.02%,20.59%,100%,34.36%,19.80%,37.60%,
11/5/2015,39.00%,42.40%,18.60%,100%,34.91%,20.40%,37.60%,
11/12/2015,34.27%,42.72%,23.00%,100%,35.03%,11.30%,37.60%,
11/19/2015,30.77%,38.68%,30.55%,100%,34.86%,0.20%,37.60%,
11/26/2015,32.36%,41.61%,26.03%,100%,35.40%,6.30%,37.60%,
12/3/2015,29.49%,49.31%,21.20%,100%,34.39%,8.30%,37.60%,
12/10/2015,28.51%,41.61%,29.89%,100%,33.69%,-1.40%,37.60%,
12/17/2015,23.87%,36.75%,39.38%,100%,32.33%,-15.50%,37.60%,
12/24/2015,26.38%,42.13%,31.49%,100%,30.58%,-5.10%,37.60%,
12/31/2015,25.07%,51.31%,23.62%,100%,28.84%,1.50%,37.60%,
1/7/2016,22.17%,39.57%,38.26%,100%,27.33%,-16.10%,37.60%,
1/14/2016,17.90%,36.58%,45.53%,100%,25.72%,-27.60%,37.60%,
1/21/2016,21.52%,29.77%,48.71%,100%,24.36%,-27.20%,37.60%,
1/28/2016,29.75%,30.28%,39.96%,100%,24.40%,-10.20%,37.60%,
2/4/2016,27.55%,37.74%,34.72%,100%,24.28%,-7.20%,37.60%,
2/11/2016,19.24%,32.06%,48.70%,100%,23.70%,-29.50%,37.60%,
2/18/2016,27.56%,34.64%,37.80%,100%,23.85%,-10.20%,37.60%,
2/25/2016,31.19%,37.39%,31.42%,100%,24.61%,-0.20%,37.60%,
3/3/2016,32.02%,38.74%,29.25%,100%,25.84%,2.80%,37.60%,
3/10/2016,37.36%,38.27%,24.37%,100%,28.27%,13.00%,37.60%,
3/17/2016,29.96%,43.18%,26.86%,100%,29.33%,3.10%,37.60%,
3/24/2016,33.78%,42.51%,23.71%,100%,29.83%,10.10%,37.60%,
3/31/2016,27.18%,47.06%,25.76%,100%,29.79%,1.40%,37.60%,
4/7/2016,32.19%,46.35%,21.46%,100%,31.41%,10.70%,37.60%,
4/14/2016,27.85%,47.26%,24.89%,100%,31.44%,3.00%,37.60%,
4/21/2016,33.41%,42.67%,23.92%,100%,31.72%,9.50%,37.60%,
4/28/2016,27.37%,44.03%,28.60%,100%,31.14%,-1.20%,37.60%,
5/5/2016,22.33%,47.33%,30.34%,100%,29.26%,-8.00%,37.60%,
5/12/2016,20.41%,48.30%,31.29%,100%,28.06%,-10.90%,37.60%,
5/19/2016,19.34%,46.56%,34.10%,100%,26.26%,-14.80%,37.60%,
5/26/2016,17.75%,52.86%,29.39%,100%,25.08%,-11.60%,37.60%,
6/2/2016,30.17%,40.78%,29.05%,100%,24.83%,1.10%,37.60%,
6/9/2016,27.83%,44.34%,27.83%,100%,24.82%,0.00%,37.60%,
6/16/2016,25.35%,37.15%,37.50%,100%,23.82%,-12.20%,37.60%,
6/23/2016,21.97%,42.80%,35.23%,100%,23.14%,-13.30%,37.60%,
6/30/2016,28.91%,37.67%,33.42%,100%,23.97%,-4.50%,37.60%,
7/7/2016,31.06%,42.29%,26.65%,100%,25.30%,4.40%,37.60%,
7/14/2016,36.87%,38.71%,24.42%,100%,27.49%,12.40%,37.60%,
7/21/2016,35.43%,37.85%,26.72%,100%,29.70%,8.70%,37.60%,
7/28/2016,31.25%,40.34%,28.41%,100%,29.83%,2.80%,37.60%,
8/4/2016,29.79%,43.44%,26.77%,100%,30.08%,3.00%,37.60%,
8/11/2016,31.29%,41.95%,26.76%,100%,30.82%,4.50%,37.60%,
8/18/2016,35.56%,38.08%,26.36%,100%,32.52%,9.20%,37.60%,
8/25/2016,29.42%,40.94%,29.64%,100%,32.58%,-0.20%,37.60%,
9/1/2016,28.60%,39.87%,31.52%,100%,32.28%,-2.90%,37.60%,
9/8/2016,29.75%,41.77%,28.48%,100%,31.39%,1.30%,37.60%,
